date,clock,open_eurusd,high_eurusd,low_eurusd,close_eurusd,tikvol_eurusd,open_audusd,high_audusd,low_audusd,close_audusd,tikvol_audusd,open_eurgbp,high_eurgbp,low_eurgbp,close_eurgbp,tikvol_eurgbp,open_gbpusd,high_gbpusd,low_gbpusd,close_gbpusd,tikvol_gbpusd,open_nzdusd,high_nzdusd,low_nzdusd,close_nzdusd,tikvol_nzdusd,open_usdchf,high_usdchf,low_usdchf,close_usdchf,tikvol_usdchf,open_usdjpy,high_usdjpy,low_usdjpy,close_usdjpy,tikvol_usdjpy
2023.07.14,03:00:00,1.12225,1.12242,1.12129,1.12222,1930,0.68879,0.68917,0.68771,0.68772,2639,0.85488,0.85541,0.85473,0.85532,2410,1.31275,1.31308,1.31163,1.31199,2700,0.63912,0.63952,0.63862,0.63864,3281,1.12225,1.12242,1.12129,1.12222,1930,1.12225,1.12242,1.12129,1.12222,1930
2023.07.14,04:00:00,1.12222,1.12332,1.12217,1.12326,2100,0.68772,0.68896,0.68751,0.68881,3351,0.85533,0.85555,0.85514,0.85546,2138,1.31199,1.31321,1.31187,1.31297,2538,0.63864,0.63993,0.63845,0.63986,3451,1.12222,1.12332,1.12217,1.12326,2100,1.12222,1.12332,1.12217,1.12326,2100
2023.07.14,05:00:00,1.12323,1.12381,1.12307,1.12349,1292,0.68882,0.68920,0.68841,0.68860,2300,0.85546,0.85577,0.85542,0.85560,1289,1.31297,1.31337,1.31263,1.31304,1827,0.63985,0.64072,0.63978,0.64019,2643,1.12323,1.12381,1.12307,1.12349,1292,1.12323,1.12381,1.12307,1.12349,1292
2023.07.14,06:00:00,1.12349,1.12424,1.12331,1.12408,1088,0.68860,0.68944,0.68847,0.68925,2099,0.85561,0.85563,0.85538,0.85557,1304,1.31304,1.31415,1.31279,1.31376,1572,0.64019,0.64116,0.64006,0.64089,2218,1.12349,1.12424,1.12331,1.12408,1088,1.12349,1.12424,1.12331,1.12408,1088
2023.07.14,07:00:00,1.12406,1.12406,1.12322,1.12326,1074,0.68924,0.68941,0.68845,0.68907,1502,0.85557,0.85588,0.85542,0.85545,1255,1.31373,1.31373,1.31237,1.31302,1715,0.64087,0.64087,0.63987,0.64022,2198,1.12406,1.12406,1.12322,1.12326,1074,1.12406,1.12406,1.12322,1.12326,1074
2023.07.14,08:00:00,1.12326,1.12347,1.12177,1.12187,1610,0.68907,0.68913,0.68809,0.68882,2403,0.85544,0.85608,0.85520,0.85522,1944,1.31302,1.31318,1.31140,1.31181,2375,0.64022,0.64038,0.63901,0.63970,2518,1.12326,1.12347,1.12177,1.12187,1610,1.12326,1.12347,1.12177,1.12187,1610
2023.07.14,09:00:00,1.12187,1.12251,1.12050,1.12096,2590,0.68882,0.68895,0.68613,0.68627,2800,0.85521,0.85596,0.85521,0.85579,3140,1.31180,1.31228,1.30927,1.30978,3563,0.63970,0.63996,0.63710,0.63738,3538,1.12187,1.12251,1.12050,1.12096,2590,1.12187,1.12251,1.12050,1.12096,2590
2023.07.14,10:00:00,1.12095,1.12211,1.12037,1.12210,2914,0.68627,0.68751,0.68627,0.68746,2547,0.85579,0.85581,0.85478,0.85555,4193,1.30978,1.31149,1.30976,1.31148,4562,0.63738,0.63836,0.63713,0.63807,2864,1.12095,1.12211,1.12037,1.12210,2914,1.12095,1.12211,1.12037,1.12210,2914
2023.07.14,11:00:00,1.12209,1.12352,1.12207,1.12307,2927,0.68746,0.68790,0.68702,0.68715,2503,0.85555,0.85612,0.85545,0.85596,3724,1.31148,1.31249,1.31117,1.31200,4129,0.63809,0.63846,0.63720,0.63740,2816,1.12209,1.12352,1.12207,1.12307,2927,1.12209,1.12352,1.12207,1.12307,2927
2023.07.14,12:00:00,1.12308,1.12444,1.12257,1.12261,2677,0.68715,0.68791,0.68699,0.68700,1922,0.85596,0.85646,0.85535,0.85612,3918,1.31201,1.31414,1.31097,1.31121,4083,0.63740,0.63805,0.63732,0.63744,2311,1.12308,1.12444,1.12257,1.12261,2677,1.12308,1.12444,1.12257,1.12261,2677
2023.07.14,13:00:00,1.12263,1.12263,1.12151,1.12197,2541,0.68700,0.68731,0.68649,0.68718,2036,0.85612,0.85656,0.85534,0.85585,4044,1.31122,1.31200,1.31011,1.31087,4846,0.63744,0.63785,0.63672,0.63771,2325,1.12263,1.12263,1.12151,1.12197,2541,1.12263,1.12263,1.12151,1.12197,2541
2023.07.14,14:00:00,1.12197,1.12337,1.12191,1.12238,2482,0.68718,0.68744,0.68644,0.68657,1782,0.85584,0.85629,0.85555,0.85592,3167,1.31088,1.31268,1.31074,1.31124,3638,0.63774,0.63877,0.63766,0.63818,2015,1.12197,1.12337,1.12191,1.12238,2482,1.12197,1.12337,1.12191,1.12238,2482
2023.07.14,15:00:00,1.12238,1.12263,1.12095,1.12252,4064,0.68657,0.68668,0.68543,0.68649,3348,0.85593,0.85614,0.85550,0.85603,4878,1.31124,1.31173,1.30997,1.31124,6733,0.63818,0.63841,0.63716,0.63814,3024,1.12238,1.12263,1.12095,1.12252,4064,1.12238,1.12263,1.12095,1.12252,4064
2023.07.14,16:00:00,1.12252,1.12435,1.12171,1.12385,3950,0.68649,0.68694,0.68518,0.68664,4426,0.85603,0.85679,0.85600,0.85624,5913,1.31123,1.31295,1.30984,1.31251,7307,0.63814,0.63899,0.63715,0.63873,3717,1.12252,1.12435,1.12171,1.12385,3950,1.12252,1.12435,1.12171,1.12385,3950
2023.07.14,17:00:00,1.12386,1.12438,1.12144,1.12412,8755,0.68668,0.68668,0.68419,0.68571,9184,0.85628,0.85721,0.85584,0.85694,8449,1.31252,1.31252,1.30935,1.31172,13197,0.63876,0.63876,0.63643,0.63798,7541,1.12386,1.12438,1.12144,1.12412,8755,1.12386,1.12438,1.12144,1.12412,8755
2023.07.14,18:00:00,1.12411,1.12438,1.12344,1.12351,3080,0.68567,0.68575,0.68400,0.68415,3427,0.85695,0.85726,0.85656,0.85694,4473,1.31168,1.31220,1.31065,1.31101,5416,0.63797,0.63844,0.63716,0.63733,2621,1.12411,1.12438,1.12344,1.12351,3080,1.12411,1.12438,1.12344,1.12351,3080
2023.07.14,19:00:00,1.12351,1.12426,1.12325,1.12389,1840,0.68415,0.68503,0.68399,0.68474,2440,0.85693,0.85735,0.85680,0.85709,3322,1.31101,1.31166,1.31030,1.31121,4058,0.63733,0.63779,0.63691,0.63761,1770,1.12351,1.12426,1.12325,1.12389,1840,1.12351,1.12426,1.12325,1.12389,1840
2023.07.14,20:00:00,1.12392,1.12392,1.12259,1.12336,1764,0.68475,0.68485,0.68415,0.68454,1861,0.85709,0.85723,0.85685,0.85722,2771,1.31123,1.31140,1.30990,1.31038,3267,0.63762,0.63779,0.63710,0.63779,1231,1.12392,1.12392,1.12259,1.12336,1764,1.12392,1.12392,1.12259,1.12336,1764
2023.07.14,21:00:00,1.12336,1.12360,1.12309,1.12335,1599,0.68454,0.68465,0.68363,0.68392,1327,0.85723,0.85734,0.85692,0.85733,2823,1.31038,1.31091,1.31013,1.31022,3078,0.63779,0.63796,0.63721,0.63742,1183,1.12336,1.12360,1.12309,1.12335,1599,1.12336,1.12360,1.12309,1.12335,1599
2023.07.14,22:00:00,1.12335,1.12335,1.12253,1.12254,1274,0.68394,0.68397,0.68300,0.68328,1848,0.85733,0.85742,0.85709,0.85734,2860,1.31021,1.31029,1.30916,1.30925,3053,0.63740,0.63741,0.63650,0.63656,954,1.12335,1.12335,1.12253,1.12254,1274,1.12335,1.12335,1.12253,1.12254,1274
2023.07.14,23:00:00,1.12254,1.12278,1.12240,1.12277,1130,0.68327,0.68374,0.68297,0.68369,1197,0.85735,0.85776,0.85732,0.85768,1791,1.30926,1.30928,1.30885,1.30907,2143,0.63656,0.63701,0.63646,0.63698,1249,1.12254,1.12278,1.12240,1.12277,1130,1.12254,1.12278,1.12240,1.12277,1130
2023.07.17,00:00:00,1.12301,1.12307,1.12264,1.12277,379,0.68360,0.68403,0.68333,0.68375,429,0.85725,0.85755,0.85645,0.85743,403,1.30937,1.30993,1.30892,1.30916,494,0.63638,0.63668,0.63574,0.63635,675,1.12301,1.12307,1.12264,1.12277,379,1.12301,1.12307,1.12264,1.12277,379
2023.07.17,01:00:00,1.12277,1.12311,1.12235,1.12245,710,0.68368,0.68416,0.68297,0.68310,1642,0.85706,0.85773,0.85706,0.85737,1285,1.30918,1.30976,1.30849,1.30916,1405,0.63635,0.63667,0.63601,0.63632,1904,1.12277,1.12311,1.12235,1.12245,710,1.12277,1.12311,1.12235,1.12245,710
2023.07.17,02:00:00,1.12247,1.12288,1.12224,1.12264,801,0.68314,0.68393,0.68291,0.68369,1114,0.85738,0.85770,0.85738,0.85768,920,1.30918,1.30924,1.30861,1.30887,1202,0.63632,0.63682,0.63622,0.63644,957,1.12247,1.12288,1.12224,1.12264,801,1.12247,1.12288,1.12224,1.12264,801
2023.07.17,03:00:00,1.12268,1.12292,1.12227,1.12241,928,0.68369,0.68376,0.68298,0.68307,1610,0.85768,0.85781,0.85724,0.85727,1022,1.30886,1.30936,1.30833,1.30922,1717,0.63641,0.63650,0.63548,0.63553,1966,1.12268,1.12292,1.12227,1.12241,928,1.12268,1.12292,1.12227,1.12241,928
2023.07.17,04:00:00,1.12241,1.12268,1.12168,1.12175,1367,0.68307,0.68351,0.68164,0.68167,2665,0.85726,0.85748,0.85717,0.85729,1639,1.30924,1.30959,1.30824,1.30845,2393,0.63554,0.63626,0.63510,0.63520,2913,1.12241,1.12268,1.12168,1.12175,1367,1.12241,1.12268,1.12168,1.12175,1367
2023.07.17,05:00:00,1.12165,1.12274,1.12142,1.12260,1270,0.68167,0.68273,0.68099,0.68221,2948,0.85729,0.85759,0.85714,0.85751,1674,1.30852,1.30936,1.30812,1.30908,1897,0.63508,0.63609,0.63474,0.63579,2579,1.12165,1.12274,1.12142,1.12260,1270,1.12165,1.12274,1.12142,1.12260,1270
2023.07.17,06:00:00,1.12260,1.12280,1.12239,1.12260,752,0.68221,0.68232,0.68059,0.68079,2120,0.85751,0.85776,0.85740,0.85775,1051,1.30908,1.30929,1.30863,1.30869,1410,0.63579,0.63595,0.63454,0.63462,1947,1.12260,1.12280,1.12239,1.12260,752,1.12260,1.12280,1.12239,1.12260,752
2023.07.17,07:00:00,1.12260,1.12270,1.12218,1.12264,752,0.68079,0.68178,0.68062,0.68169,1679,0.85775,0.85779,0.85756,0.85775,876,1.30869,1.30884,1.30827,1.30871,1179,0.63462,0.63527,0.63445,0.63514,1452,1.12260,1.12270,1.12218,1.12264,752,1.12260,1.12270,1.12218,1.12264,752
2023.07.17,08:00:00,1.12264,1.12339,1.12215,1.12320,1233,0.68169,0.68198,0.68107,0.68122,2212,0.85775,0.85795,0.85753,0.85790,1167,1.30871,1.30939,1.30836,1.30917,1907,0.63512,0.63560,0.63474,0.63490,2075,1.12264,1.12339,1.12215,1.12320,1233,1.12264,1.12339,1.12215,1.12320,1233
2023.07.17,09:00:00,1.12320,1.12396,1.12220,1.12327,2115,0.68122,0.68148,0.68036,0.68104,2579,0.85790,0.85936,0.85764,0.85871,2692,1.30917,1.30934,1.30644,1.30802,3402,0.63489,0.63509,0.63414,0.63459,2181,1.12320,1.12396,1.12220,1.12327,2115,1.12320,1.12396,1.12220,1.12327,2115
2023.07.17,10:00:00,1.12330,1.12445,1.12290,1.12443,3018,0.68107,0.68173,0.68072,0.68166,2371,0.85870,0.85891,0.85787,0.85817,3737,1.30808,1.31066,1.30792,1.31019,4293,0.63459,0.63501,0.63410,0.63455,2918,1.12330,1.12445,1.12290,1.12443,3018,1.12330,1.12445,1.12290,1.12443,3018
2023.07.17,11:00:00,1.12442,1.12482,1.12359,1.12374,2596,0.68166,0.68234,0.68104,0.68150,2319,0.85816,0.85894,0.85793,0.85822,3575,1.31020,1.31082,1.30868,1.30930,4136,0.63455,0.63521,0.63374,0.63436,2332,1.12442,1.12482,1.12359,1.12374,2596,1.12442,1.12482,1.12359,1.12374,2596
2023.07.17,12:00:00,1.12374,1.12444,1.12342,1.12431,2230,0.68151,0.68192,0.68066,0.68094,2410,0.85822,0.85899,0.85782,0.85864,3910,1.30931,1.31063,1.30808,1.30932,4434,0.63437,0.63459,0.63315,0.63338,2434,1.12374,1.12444,1.12342,1.12431,2230,1.12374,1.12444,1.12342,1.12431,2230
2023.07.17,13:00:00,1.12429,1.12431,1.12303,1.12307,1642,0.68096,0.68145,0.68091,0.68124,1968,0.85863,0.85885,0.85796,0.85872,2380,1.30932,1.31004,1.30756,1.30778,3004,0.63340,0.63414,0.63334,0.63375,1946,1.12429,1.12431,1.12303,1.12307,1642,1.12429,1.12431,1.12303,1.12307,1642
2023.07.17,14:00:00,1.12307,1.12371,1.12286,1.12335,1467,0.68123,0.68188,0.68112,0.68143,1823,0.85873,0.85910,0.85852,0.85854,2457,1.30776,1.30845,1.30706,1.30837,3178,0.63376,0.63403,0.63341,0.63385,2121,1.12307,1.12371,1.12286,1.12335,1467,1.12307,1.12371,1.12286,1.12335,1467
2023.07.17,15:00:00,1.12332,1.12365,1.12203,1.12350,3974,0.68143,0.68168,0.67941,0.67998,4214,0.85855,0.85976,0.85844,0.85974,4772,1.30834,1.30849,1.30529,1.30668,7154,0.63385,0.63403,0.63217,0.63283,4322,1.12332,1.12365,1.12203,1.12350,3974,1.12332,1.12365,1.12203,1.12350,3974
2023.07.17,16:00:00,1.12349,1.12353,1.12027,1.12207,4207,0.67998,0.68082,0.67870,0.68074,4926,0.85974,0.85975,0.85787,0.85829,4818,1.30669,1.30739,1.30502,1.30727,6637,0.63287,0.63303,0.63081,0.63227,3591,1.12349,1.12353,1.12027,1.12207,4207,1.12349,1.12353,1.12027,1.12207,4207
2023.07.17,17:00:00,1.12207,1.12328,1.12171,1.12312,3016,0.68074,0.68164,0.68047,0.68164,3966,0.85829,0.85871,0.85732,0.85855,4435,1.30734,1.30917,1.30717,1.30807,5670,0.63227,0.63314,0.63198,0.63310,3518,1.12207,1.12328,1.12171,1.12312,3016,1.12207,1.12328,1.12171,1.12312,3016
2023.07.17,18:00:00,1.12315,1.12373,1.12249,1.12345,1984,0.68165,0.68219,0.68122,0.68197,2174,0.85855,0.85923,0.85847,0.85920,3120,1.30810,1.30825,1.30728,1.30749,3765,0.63311,0.63333,0.63249,0.63322,2173,1.12315,1.12373,1.12249,1.12345,1984,1.12315,1.12373,1.12249,1.12345,1984
2023.07.17,19:00:00,1.12346,1.12377,1.12295,1.12324,1060,0.68197,0.68232,0.68189,0.68217,1385,0.85921,0.85923,0.85882,0.85910,2196,1.30749,1.30802,1.30728,1.30740,2420,0.63324,0.63362,0.63287,0.63336,1170,1.12346,1.12377,1.12295,1.12324,1060,1.12346,1.12377,1.12295,1.12324,1060
2023.07.17,20:00:00,1.12324,1.12438,1.12316,1.12399,1847,0.68217,0.68281,0.68190,0.68232,1355,0.85910,0.85932,0.85897,0.85925,2105,1.30740,1.30864,1.30720,1.30804,2274,0.63336,0.63429,0.63313,0.63357,1163,1.12324,1.12438,1.12316,1.12399,1847,1.12324,1.12438,1.12316,1.12399,1847
2023.07.17,21:00:00,1.12399,1.12436,1.12387,1.12425,1568,0.68234,0.68238,0.68193,0.68228,791,0.85925,0.85956,0.85917,0.85939,2050,1.30805,1.30837,1.30757,1.30813,2015,0.63359,0.63372,0.63331,0.63352,727,1.12399,1.12436,1.12387,1.12425,1568,1.12399,1.12436,1.12387,1.12425,1568
2023.07.17,22:00:00,1.12425,1.12455,1.12407,1.12433,1082,0.68228,0.68253,0.68203,0.68222,1209,0.85938,0.85971,0.85932,0.85965,2042,1.30813,1.30850,1.30760,1.30780,1942,0.63352,0.63359,0.63300,0.63326,904,1.12425,1.12455,1.12407,1.12433,1082,1.12425,1.12455,1.12407,1.12433,1082
2023.07.17,23:00:00,1.12433,1.12434,1.12362,1.12402,825,0.68222,0.68223,0.68143,0.68162,690,0.85966,0.85980,0.85953,0.85975,1428,1.30780,1.30780,1.30697,1.30729,1410,0.63326,0.63326,0.63204,0.63243,850,1.12433,1.12434,1.12362,1.12402,825,1.12433,1.12434,1.12362,1.12402,825
2023.07.18,00:00:00,1.12383,1.12390,1.12348,1.12357,454,0.68158,0.68191,0.68119,0.68136,1483,0.85924,0.85947,0.85891,0.85924,550,1.30730,1.30756,1.30711,1.30739,395,0.63204,0.63248,0.63175,0.63235,390,1.12383,1.12390,1.12348,1.12357,454,1.12383,1.12390,1.12348,1.12357,454
2023.07.18,01:00:00,1.12357,1.12396,1.12356,1.12391,642,0.68135,0.68175,0.68134,0.68169,732,0.85926,0.85975,0.85926,0.85952,885,1.30736,1.30770,1.30701,1.30754,900,0.63232,0.63249,0.63213,0.63234,843,1.12357,1.12396,1.12356,1.12391,642,1.12357,1.12396,1.12356,1.12391,642
2023.07.18,02:00:00,1.12392,1.12397,1.12365,1.12370,616,0.68170,0.68179,0.68090,0.68094,878,0.85952,0.85981,0.85951,0.85964,794,1.30754,1.30757,1.30699,1.30710,923,0.63235,0.63262,0.63201,0.63205,1069,1.12392,1.12397,1.12365,1.12370,616,1.12392,1.12397,1.12365,1.12370,616
2023.07.18,03:00:00,1.12370,1.12459,1.12342,1.12413,1359,0.68094,0.68186,0.68069,0.68109,2179,0.85964,0.85976,0.85950,0.85957,1762,1.30711,1.30818,1.30670,1.30773,1981,0.63205,0.63336,0.63180,0.63237,1964,1.12370,1.12459,1.12342,1.12413,1359,1.12370,1.12459,1.12342,1.12413,1359
2023.07.18,04:00:00,1.12414,1.12554,1.12380,1.12445,2327,0.68109,0.68319,0.68072,0.68162,4606,0.85956,0.85968,0.85906,0.85960,2632,1.30776,1.30938,1.30734,1.30807,3208,0.63237,0.63424,0.63214,0.63269,3656,1.12414,1.12554,1.12380,1.12445,2327,1.12414,1.12554,1.12380,1.12445,2327
2023.07.18,05:00:00,1.12446,1.12483,1.12427,1.12471,1180,0.68161,0.68285,0.68146,0.68284,3289,0.85960,0.85969,0.85927,0.85931,1259,1.30807,1.30886,1.30787,1.30880,2059,0.63268,0.63382,0.63256,0.63379,2956,1.12446,1.12483,1.12427,1.12471,1180,1.12446,1.12483,1.12427,1.12471,1180
2023.07.18,06:00:00,1.12471,1.12542,1.12440,1.12533,1301,0.68285,0.68367,0.68219,0.68269,2839,0.85931,0.85944,0.85926,0.85940,1200,1.30880,1.30953,1.30829,1.30936,1695,0.63377,0.63430,0.63329,0.63385,2283,1.12471,1.12542,1.12440,1.12533,1301,1.12471,1.12542,1.12440,1.12533,1301
2023.07.18,07:00:00,1.12534,1.12558,1.12497,1.12512,1162,0.68268,0.68346,0.68209,0.68226,1885,0.85940,0.85948,0.85913,0.85923,1502,1.30936,1.30991,1.30928,1.30937,1605,0.63385,0.63436,0.63352,0.63365,1704,1.12534,1.12558,1.12497,1.12512,1162,1.12534,1.12558,1.12497,1.12512,1162
2023.07.18,08:00:00,1.12512,1.12634,1.12489,1.12496,1600,0.68225,0.68337,0.68201,0.68217,2600,0.85923,0.85983,0.85905,0.85949,2098,1.30937,1.31026,1.30876,1.30880,2555,0.63364,0.63436,0.63254,0.63268,2485,1.12512,1.12634,1.12489,1.12496,1600,1.12512,1.12634,1.12489,1.12496,1600
2023.07.18,09:00:00,1.12496,1.12567,1.12401,1.12557,2528,0.68216,0.68251,0.68061,0.68246,2790,0.85948,0.85993,0.85929,0.85992,2863,1.30882,1.30937,1.30711,1.30882,3428,0.63263,0.63263,0.63092,0.63174,2673,1.12496,1.12567,1.12401,1.12557,2528,1.12496,1.12567,1.12401,1.12557,2528
2023.07.18,10:00:00,1.12556,1.12751,1.12426,1.12533,5074,0.68246,0.68306,0.68058,0.68061,3538,0.85993,0.86071,0.85887,0.85974,5313,1.30883,1.31060,1.30825,1.30885,5911,0.63175,0.63246,0.63047,0.63056,3333,1.12556,1.12751,1.12426,1.12533,5074,1.12556,1.12751,1.12426,1.12533,5074
2023.07.18,11:00:00,1.12534,1.12554,1.12275,1.12363,3784,0.68062,0.68170,0.68049,0.68077,3055,0.85973,0.85985,0.85858,0.85916,4743,1.30886,1.30911,1.30717,1.30779,5233,0.63057,0.63097,0.62930,0.62934,2743,1.12534,1.12554,1.12275,1.12363,3784,1.12534,1.12554,1.12275,1.12363,3784
2023.07.18,12:00:00,1.12366,1.12488,1.12364,1.12482,2183,0.68077,0.68186,0.68051,0.68184,2007,0.85915,0.85918,0.85829,0.85852,3704,1.30780,1.31038,1.30780,1.31012,3998,0.62935,0.62998,0.62886,0.62992,1894,1.12366,1.12488,1.12364,1.12482,2183,1.12366,1.12488,1.12364,1.12482,2183
2023.07.18,13:00:00,1.12484,1.12594,1.12464,1.12568,2359,0.68183,0.68218,0.68121,0.68155,1896,0.85853,0.85854,0.85765,0.85772,3144,1.31014,1.31249,1.31007,1.31235,3697,0.62993,0.63028,0.62928,0.62943,2006,1.12484,1.12594,1.12464,1.12568,2359,1.12484,1.12594,1.12464,1.12568,2359
2023.07.18,14:00:00,1.12567,1.12572,1.12414,1.12528,2339,0.68154,0.68158,0.67967,0.68041,2491,0.85771,0.85895,0.85770,0.85859,3771,1.31235,1.31243,1.30925,1.31054,4312,0.62943,0.62949,0.62776,0.62812,2267,1.12567,1.12572,1.12414,1.12528,2339,1.12567,1.12572,1.12414,1.12528,2339
2023.07.18,15:00:00,1.12528,1.12692,1.12225,1.12391,7170,0.68041,0.68215,0.67886,0.68024,7485,0.85859,0.85897,0.85818,0.85866,7115,1.31054,1.31205,1.30717,1.30884,10062,0.62813,0.62949,0.62631,0.62725,6408,1.12528,1.12692,1.12225,1.12391,7170,1.12528,1.12692,1.12225,1.12391,7170
2023.07.18,16:00:00,1.12392,1.12454,1.12162,1.12261,7514,0.68024,0.68062,0.67898,0.68056,7505,0.85865,0.85877,0.85805,0.85864,6720,1.30885,1.30963,1.30624,1.30738,9342,0.62725,0.62822,0.62596,0.62817,7440,1.12392,1.12454,1.12162,1.12261,7514,1.12392,1.12454,1.12162,1.12261,7514
2023.07.18,17:00:00,1.12261,1.12395,1.12245,1.12363,6819,0.68056,0.68291,0.68045,0.68261,6168,0.85864,0.85891,0.85783,0.85891,6329,1.30738,1.30978,1.30725,1.30813,8199,0.62816,0.62960,0.62804,0.62958,5630,1.12261,1.12395,1.12245,1.12363,6819,1.12261,1.12395,1.12245,1.12363,6819
2023.07.18,18:00:00,1.12364,1.12449,1.12202,1.12216,4693,0.68261,0.68274,0.68115,0.68149,3634,0.85891,0.85983,0.85885,0.85974,3869,1.30814,1.30888,1.30492,1.30506,7716,0.62957,0.63012,0.62844,0.62881,3440,1.12364,1.12449,1.12202,1.12216,4693,1.12364,1.12449,1.12202,1.12216,4693
2023.07.18,19:00:00,1.12215,1.12276,1.12079,1.12137,6114,0.68149,0.68165,0.68025,0.68034,2830,0.85972,0.86076,0.85970,0.86023,2044,1.30505,1.30514,1.30271,1.30339,5231,0.62880,0.62890,0.62728,0.62739,2512,1.12215,1.12276,1.12079,1.12137,6114,1.12215,1.12276,1.12079,1.12137,6114
2023.07.18,20:00:00,1.12137,1.12201,1.12082,1.12178,4417,0.68034,0.68070,0.68014,0.68060,2146,0.86023,0.86062,0.85995,0.86025,1478,1.30339,1.30391,1.30284,1.30382,3820,0.62740,0.62776,0.62714,0.62740,2191,1.12137,1.12201,1.12082,1.12178,4417,1.12137,1.12201,1.12082,1.12178,4417
2023.07.18,21:00:00,1.12178,1.12301,1.12127,1.12278,5192,0.68060,0.68131,0.68014,0.68127,2226,0.86026,0.86078,0.86007,0.86058,1822,1.30382,1.30486,1.30347,1.30452,4150,0.62739,0.62816,0.62712,0.62795,2156,1.12178,1.12301,1.12127,1.12278,5192,1.12178,1.12301,1.12127,1.12278,5192
2023.07.18,22:00:00,1.12279,1.12298,1.12232,1.12290,4134,0.68126,0.68128,0.68079,0.68111,2373,0.86057,0.86108,0.86034,0.86103,1786,1.30451,1.30460,1.30366,1.30397,4447,0.62790,0.62853,0.62747,0.62768,1699,1.12279,1.12298,1.12232,1.12290,4134,1.12279,1.12298,1.12232,1.12290,4134
2023.07.18,23:00:00,1.12283,1.12309,1.12252,1.12266,2567,0.68104,0.68118,0.68073,0.68095,1445,0.86092,0.86137,0.86080,0.86114,803,1.30390,1.30411,1.30321,1.30325,2556,0.62760,0.62767,0.62696,0.62702,1132,1.12283,1.12309,1.12252,1.12266,2567,1.12283,1.12309,1.12252,1.12266,2567
2023.07.19,00:00:00,1.12264,1.12295,1.12250,1.12273,927,0.68117,0.68131,0.68064,0.68105,1392,0.86083,0.86122,0.86040,0.86087,634,1.30362,1.30418,1.30327,1.30354,830,0.62726,0.62762,0.62697,0.62742,1024,1.12264,1.12295,1.12250,1.12273,927,1.12264,1.12295,1.12250,1.12273,927
2023.07.19,01:00:00,1.12269,1.12321,1.12264,1.12299,1863,0.68105,0.68193,0.68096,0.68180,1521,0.86092,0.86136,0.86089,0.86107,740,1.30353,1.30409,1.30353,1.30387,1657,0.62741,0.63132,0.62715,0.63070,2559,1.12269,1.12321,1.12264,1.12299,1863,1.12269,1.12321,1.12264,1.12299,1863
2023.07.19,02:00:00,1.12306,1.12312,1.12241,1.12273,2292,0.68187,0.68192,0.68104,0.68125,1791,0.86116,0.86146,0.86111,0.86134,907,1.30394,1.30394,1.30293,1.30327,2780,0.63077,0.63108,0.62878,0.62929,2080,1.12306,1.12312,1.12241,1.12273,2292,1.12306,1.12312,1.12241,1.12273,2292
2023.07.19,03:00:00,1.12273,1.12318,1.12261,1.12286,3856,0.68125,0.68187,0.68049,0.68050,3388,0.86135,0.86162,0.86130,0.86131,1150,1.30327,1.30379,1.30300,1.30348,4511,0.62930,0.62984,0.62862,0.62911,2866,1.12273,1.12318,1.12261,1.12286,3856,1.12273,1.12318,1.12261,1.12286,3856
2023.07.19,04:00:00,1.12287,1.12303,1.12207,1.12242,5823,0.68050,0.68099,0.67948,0.68005,5032,0.86130,0.86172,0.86119,0.86142,1393,1.30348,1.30377,1.30243,1.30282,7092,0.62911,0.62930,0.62791,0.62820,4009,1.12287,1.12303,1.12207,1.12242,5823,1.12287,1.12303,1.12207,1.12242,5823
2023.07.19,05:00:00,1.12242,1.12246,1.12152,1.12207,5148,0.68005,0.68009,0.67817,0.67829,4419,0.86142,0.86200,0.86140,0.86195,1536,1.30282,1.30285,1.30116,1.30174,6119,0.62819,0.62825,0.62621,0.62629,3490,1.12242,1.12246,1.12152,1.12207,5148,1.12242,1.12246,1.12152,1.12207,5148
2023.07.19,06:00:00,1.12207,1.12258,1.12192,1.12252,3183,0.67830,0.67896,0.67819,0.67857,3206,0.86196,0.86212,0.86179,0.86192,951,1.30173,1.30238,1.30155,1.30215,3954,0.62630,0.62661,0.62585,0.62617,2594,1.12207,1.12258,1.12192,1.12252,3183,1.12207,1.12258,1.12192,1.12252,3183
2023.07.19,07:00:00,1.12252,1.12257,1.12187,1.12206,3039,0.67855,0.67866,0.67776,0.67844,3432,0.86193,0.86234,0.86189,0.86197,1016,1.30215,1.30223,1.30124,1.30165,3751,0.62615,0.62625,0.62564,0.62590,2189,1.12252,1.12257,1.12187,1.12206,3039,1.12252,1.12257,1.12187,1.12206,3039
2023.07.19,08:00:00,1.12206,1.12347,1.12191,1.12341,4263,0.67844,0.67983,0.67840,0.67953,3373,0.86197,0.86223,0.86185,0.86213,1530,1.30156,1.30286,1.30134,1.30272,5197,0.62592,0.62630,0.62529,0.62551,2806,1.12206,1.12347,1.12191,1.12341,4263,1.12206,1.12347,1.12191,1.12341,4263
2023.07.19,09:00:00,1.12341,1.12346,1.11950,1.12120,15851,0.67954,0.67959,0.67678,0.67887,5759,0.86204,0.86709,0.86176,0.86490,6877,1.30273,1.30333,1.29294,1.29616,23482,0.62550,0.62558,0.62237,0.62374,5948,1.12341,1.12346,1.11950,1.12120,15851,1.12341,1.12346,1.11950,1.12120,15851
