date,clock,open_eurusd,high_eurusd,low_eurusd,close_eurusd,tikvol_eurusd,open_audusd,high_audusd,low_audusd,close_audusd,tikvol_audusd,open_eurgbp,high_eurgbp,low_eurgbp,close_eurgbp,tikvol_eurgbp,open_gbpusd,high_gbpusd,low_gbpusd,close_gbpusd,tikvol_gbpusd,open_nzdusd,high_nzdusd,low_nzdusd,close_nzdusd,tikvol_nzdusd,open_usdchf,high_usdchf,low_usdchf,close_usdchf,tikvol_usdchf,open_usdjpy,high_usdjpy,low_usdjpy,close_usdjpy,tikvol_usdjpy
2023.04.24,10:00:00,1.09743,1.09877,1.09653,1.09859,3383,0.66694,0.66847,0.66667,0.66835,3165,0.88345,0.88390,0.88249,0.88334,4980,1.24215,1.24444,1.24097,1.24368,7252,0.61322,0.61476,0.61302,0.61453,2152,1.09743,1.09877,1.09653,1.09859,3383,1.09743,1.09877,1.09653,1.09859,3383
2023.04.24,11:00:00,1.09859,1.10090,1.09834,1.10080,3723,0.66835,0.66894,0.66773,0.66875,3087,0.88334,0.88410,0.88318,0.88407,5148,1.24368,1.24523,1.24274,1.24509,6902,0.61453,0.61505,0.61379,0.61465,2076,1.09859,1.10090,1.09834,1.10080,3723,1.09859,1.10090,1.09834,1.10080,3723
2023.04.24,12:00:00,1.10081,1.10199,1.09989,1.09999,3556,0.66877,0.66942,0.66804,0.66813,2634,0.88407,0.88564,0.88392,0.88490,5314,1.24508,1.24585,1.24277,1.24300,6771,0.61465,0.61544,0.61422,0.61428,2015,1.10081,1.10199,1.09989,1.09999,3556,1.10081,1.10199,1.09989,1.09999,3556
2023.04.24,13:00:00,1.09998,1.10166,1.09985,1.10159,2900,0.66813,0.66833,0.66772,0.66804,2282,0.88490,0.88536,0.88415,0.88499,4167,1.24301,1.24518,1.24271,1.24465,5496,0.61429,0.61446,0.61378,0.61427,1609,1.09998,1.10166,1.09985,1.10159,2900,1.09998,1.10166,1.09985,1.10159,2900
2023.04.24,14:00:00,1.10159,1.10170,1.09984,1.10018,2524,0.66803,0.66844,0.66784,0.66813,1727,0.88500,0.88553,0.88454,0.88459,3602,1.24466,1.24479,1.24257,1.24365,4844,0.61427,0.61440,0.61381,0.61398,1295,1.10159,1.10170,1.09984,1.10018,2524,1.10159,1.10170,1.09984,1.10018,2524
2023.04.24,15:00:00,1.10018,1.10245,1.09988,1.10226,3279,0.66813,0.66881,0.66771,0.66851,2486,0.88458,0.88518,0.88398,0.88508,4555,1.24365,1.24549,1.24328,1.24529,5508,0.61397,0.61488,0.61382,0.61466,2128,1.10018,1.10245,1.09988,1.10226,3279,1.10018,1.10245,1.09988,1.10226,3279
2023.04.24,16:00:00,1.10224,1.10308,1.10124,1.10234,4589,0.66850,0.66864,0.66733,0.66826,3711,0.88508,0.88591,0.88501,0.88555,5773,1.24528,1.24563,1.24321,1.24473,6729,0.61467,0.61494,0.61376,0.61468,2720,1.10224,1.10308,1.10124,1.10234,4589,1.10224,1.10308,1.10124,1.10234,4589
2023.04.24,17:00:00,1.10232,1.10364,1.10201,1.10288,4588,0.66826,0.66973,0.66800,0.66936,3761,0.88554,0.88592,0.88470,0.88499,5858,1.24472,1.24689,1.24418,1.24614,7213,0.61468,0.61547,0.61437,0.61510,2962,1.10232,1.10364,1.10201,1.10288,4588,1.10232,1.10364,1.10201,1.10288,4588
2023.04.24,18:00:00,1.10288,1.10317,1.10200,1.10254,3263,0.66936,0.66954,0.66775,0.66790,2658,0.88500,0.88526,0.88484,0.88509,4563,1.24614,1.24625,1.24497,1.24560,5796,0.61510,0.61523,0.61376,0.61391,2237,1.10288,1.10317,1.10200,1.10254,3263,1.10288,1.10317,1.10200,1.10254,3263
2023.04.24,19:00:00,1.10254,1.10336,1.10243,1.10334,1900,0.66790,0.66848,0.66778,0.66848,1616,0.88509,0.88518,0.88471,0.88500,3015,1.24559,1.24695,1.24559,1.24665,3202,0.61390,0.61498,0.61385,0.61493,1053,1.10254,1.10336,1.10243,1.10334,1900,1.10254,1.10336,1.10243,1.10334,1900
2023.04.24,20:00:00,1.10335,1.10478,1.10330,1.10435,1691,0.66848,0.66923,0.66843,0.66913,1240,0.88500,0.88526,0.88466,0.88494,2734,1.24667,1.24845,1.24647,1.24787,2638,0.61495,0.61594,0.61483,0.61575,964,1.10335,1.10478,1.10330,1.10435,1691,1.10335,1.10478,1.10330,1.10435,1691
2023.04.24,21:00:00,1.10435,1.10495,1.10414,1.10460,1515,0.66913,0.66935,0.66883,0.66922,1173,0.88494,0.88510,0.88469,0.88490,2093,1.24786,1.24848,1.24776,1.24820,2214,0.61574,0.61663,0.61549,0.61628,944,1.10435,1.10495,1.10414,1.10460,1515,1.10435,1.10495,1.10414,1.10460,1515
2023.04.24,22:00:00,1.10460,1.10464,1.10414,1.10427,1128,0.66922,0.66945,0.66908,0.66940,1286,0.88491,0.88498,0.88467,0.88468,1798,1.24821,1.24833,1.24775,1.24815,1356,0.61633,0.61663,0.61623,0.61640,696,1.10460,1.10464,1.10414,1.10427,1128,1.10460,1.10464,1.10414,1.10427,1128
2023.04.24,23:00:00,1.10429,1.10447,1.10428,1.10441,665,0.66939,0.66957,0.66934,0.66946,615,0.88469,0.88481,0.88454,0.88466,855,1.24815,1.24862,1.24810,1.24831,902,0.61641,0.61679,0.61639,0.61655,422,1.10429,1.10447,1.10428,1.10441,665,1.10429,1.10447,1.10428,1.10441,665
2023.04.25,00:00:00,1.10432,1.10475,1.10412,1.10455,1463,0.66919,0.66944,0.66901,0.66929,622,0.88457,0.88495,0.88426,0.88479,1005,1.24820,1.24855,1.24773,1.24837,389,0.61612,0.61662,0.61611,0.61628,330,1.10432,1.10475,1.10412,1.10455,1463,1.10432,1.10475,1.10412,1.10455,1463
2023.04.25,01:00:00,1.10454,1.10514,1.10451,1.10504,732,0.66929,0.66993,0.66929,0.66991,716,0.88475,0.88482,0.88434,0.88461,1567,1.24837,1.24937,1.24837,1.24916,1925,0.61628,0.61736,0.61624,0.61720,1390,1.10454,1.10514,1.10451,1.10504,732,1.10454,1.10514,1.10451,1.10504,732
